eventID,site,habitatType,minimumElevationInMeters,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,eventDate,eventTime,startDayOfYear,eventRemarks,country,countryCode,locality,locationID,decimalLatitude,decimalLongitude,geodeticDatum,occurrenceID,basisOfRecord,occurrenceStatus,individualCount,vernacularName,scientificName,kingdom,phylum,class,order,family,taxonRank
SSTransect_2_subsample_1,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,15:48,255,,Scotland,GB-SCT,Lochranza,Dragonfly.Deaf.Unicorns,55.69662917,-5.270783644,WGS84,SSTransect_2_subsample_1_Trombidiformes,HumanObservation,present,1,Hydrachnidia,,Animalia,Arthropoda,Arachnida,Trombidiformes,,order
SSTransect_2_subsample_1,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,15:48,255,,Scotland,GB-SCT,Lochranza,Dragonfly.Deaf.Unicorns,55.69662917,-5.270783644,WGS84,SSTransect_2_subsample_1_Ephemeroptera,HumanObservation,present,1,Mayfly,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
SSTransect_2_subsample_2,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,15:48,255,,Scotland,GB-SCT,Lochranza,Dragonfly.Deaf.Unicorns,55.69662917,-5.270783644,WGS84,SSTransect_2_subsample_2_Plecoptera,HumanObservation,present,1,Hydrachnidia,,Animalia,Arthropoda,Insecta,Plecoptera,,order
SSTransect_2_subsample_2,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,15:48,255,,Scotland,GB-SCT,Lochranza,Dragonfly.Deaf.Unicorns,55.69662917,-5.270783644,WGS84,SSTransect_2_subsample_2_Trichoptera,HumanObservation,present,1,Caddisfly,,Animalia,Arthropoda,Branchiopoda,Trichoptera,,order
SSTransect_2_subsample_3,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,15:48,255,,Scotland,GB-SCT,Lochranza,Dragonfly.Deaf.Unicorns,55.69662917,-5.270783644,WGS84,SSTransect_2_subsample_3_Plecoptera,HumanObservation,present,1,Stonefly,,Animalia,Arthropoda,Insecta,Plecoptera,,order
SSTransect_2_subsample_3,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,15:48,255,,Scotland,GB-SCT,Lochranza,Dragonfly.Deaf.Unicorns,55.69662917,-5.270783644,WGS84,SSTransect_2_subsample_3_Daphnia_sp.,HumanObservation,present,1,Water flea,Daphnia sp.,Animalia,Arthropoda,Insecta,Diptera,Daphniidae,genus
SSTransect_2_subsample_3,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,15:48,255,,Scotland,GB-SCT,Lochranza,Dragonfly.Deaf.Unicorns,55.69662917,-5.270783644,WGS84,SSTransect_2_subsample_3_Plecoptera,HumanObservation,present,1,Stonefly,,Animalia,Arthropoda,Insecta,Plecoptera,,order
SSTransect_2_subsample_3,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,15:48,255,,Scotland,GB-SCT,Lochranza,Dragonfly.Deaf.Unicorns,55.69662917,-5.270783644,WGS84,SSTransect_2_subsample_3_Diptera,HumanObservation,present,1,Midge,,Animalia,Arthropoda,Insecta,Diptera,,order
SSTransect_2_subsample_3,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,15:48,255,,Scotland,GB-SCT,Lochranza,Dragonfly.Deaf.Unicorns,55.69662917,-5.270783644,WGS84,SSTransect_2_subsample_3_Trichoptera,HumanObservation,present,3,Caddisfly,,Animalia,Arthropoda,Insecta,Trichoptera,,order
SSTransect_2_subsample_4,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,15:48,255,,Scotland,GB-SCT,Lochranza,Dragonfly.Deaf.Unicorns,55.69662917,-5.270783644,WGS84,SSTransect_2_subsample_4_Megaloptera,HumanObservation,present,1,Alderfly,,Animalia,Arthropoda,Insecta,Megaloptera,,order
SSTransect_3_subsample_1,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,16:10,255,,Scotland,GB-SCT,Lochranza,Shippers.Toy.Appetite,55.697027,-5.272268,WGS84,SSTransect_3_subsample_1_Diptera,HumanObservation,present,1,Midge,,Animalia,Arthropoda,Insecta,Diptera,,order
SSTransect_3_subsample_1,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,16:10,255,,Scotland,GB-SCT,Lochranza,Shippers.Toy.Appetite,55.697027,-5.272268,WGS84,SSTransect_3_subsample_1_Megaloptera,HumanObservation,present,1,Alderfly,,Animalia,Arthropoda,Insecta,Megaloptera,,order
SSTransect_3_subsample_2,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,16:10,255,,Scotland,GB-SCT,Lochranza,Shippers.Toy.Appetite,55.697027,-5.272268,WGS84,SSTransect_3_subsample_2_Plecoptera,HumanObservation,present,1,Stonefly,,Animalia,Arthropoda,Insecta,Plecoptera,,order
SSTransect_3_subsample_2,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,16:10,255,,Scotland,GB-SCT,Lochranza,Shippers.Toy.Appetite,55.697027,-5.272268,WGS84,SSTransect_3_subsample_2_Lumbriculidae,HumanObservation,present,1,Freshwater worm,,Animalia,Annelida,Clitellata,Lumbriculidae,,order
SSTransect_3_subsample_2,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,16:10,255,,Scotland,GB-SCT,Lochranza,Shippers.Toy.Appetite,55.697027,-5.272268,WGS84,SSTransect_3_subsample_2_Ephemeroptera,HumanObservation,present,3,Mayfly,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
SSTransect_3_subsample_2,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,16:10,255,,Scotland,GB-SCT,Lochranza,Shippers.Toy.Appetite,55.697027,-5.272268,WGS84,SSTransect_3_subsample_2_Plecoptera,HumanObservation,present,2,Stonefly,,Animalia,Arthropoda,Insecta,Plecoptera,,order
SSTransect_3_subsample_2,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,16:10,255,,Scotland,GB-SCT,Lochranza,Shippers.Toy.Appetite,55.697027,-5.272268,WGS84,SSTransect_3_subsample_2_Diptera,HumanObservation,present,1,True fly,,Animalia,Arthropoda,Insecta,Diptera,,order
SSTransect_3_subsample_3,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,16:10,255,,Scotland,GB-SCT,Lochranza,Shippers.Toy.Appetite,55.697027,-5.272268,WGS84,SSTransect_3_subsample_3_Ephemeroptera,HumanObservation,present,2,Mayfly,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
SSTransect_3_subsample_4,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,16:10,255,,Scotland,GB-SCT,Lochranza,Shippers.Toy.Appetite,55.697027,-5.272268,WGS84,SSTransect_3_subsample_4_Ephemeroptera,HumanObservation,present,1,Mayfly,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
SSTransect_4_subsample_1,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,16:30,255,,Scotland,GB-SCT,Lochranza,Roughness.Landscape.Slams,55.697189,-5.272795,WGS84,SSTransect_4_subsample_1_Isopoda,HumanObservation,present,1,Waterslater,,Animalia,Arthropoda,Malacostraca,Isopoda,,order
SSTransect_4_subsample_1,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,16:30,255,,Scotland,GB-SCT,Lochranza,Roughness.Landscape.Slams,55.697189,-5.272795,WGS84,SSTransect_4_subsample_1_Plecoptera,HumanObservation,present,1,Stonefly,,Animalia,Arthropoda,Insecta,Plecoptera,,order
SSTransect_4_subsample_2,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,16:30,255,,Scotland,GB-SCT,Lochranza,Roughness.Landscape.Slams,55.697189,-5.272795,WGS84,SSTransect_4_subsample_2_,HumanObservation,present,0,,,,,,,,
SSTransect_4_subsample_3,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,16:30,255,,Scotland,GB-SCT,Lochranza,Roughness.Landscape.Slams,55.697189,-5.272795,WGS84,SSTransect_4_subsample_3_Diptera,HumanObservation,present,1,True fly,,Animalia,Arthropoda,Insecta,Diptera,,order
SSTransect_4_subsample_3,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,16:30,255,,Scotland,GB-SCT,Lochranza,Roughness.Landscape.Slams,55.697189,-5.272795,WGS84,SSTransect_4_subsample_3_Trichoptera,HumanObservation,present,1,Caddisfly,,Animalia,Arthropoda,Insecta,Trichoptera,,order
SSTransect_4_subsample_4,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,16:30,255,,Scotland,GB-SCT,Lochranza,Roughness.Landscape.Slams,55.697189,-5.272795,WGS84,SSTransect_4_subsample_4_,HumanObservation,present,0,,,,,,,,
SSTransect_5_subsample_1,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,16:40,255,,Scotland,GB-SCT,Lochranza,Overcomes.Risks.Limes,55.697432,-5.27356,WGS84,SSTransect_5_subsample_1_Plecoptera,HumanObservation,present,1,Stonefly,,Animalia,Arthropoda,Insecta,Plecoptera,,order
SSTransect_5_subsample_1,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,16:40,255,,Scotland,GB-SCT,Lochranza,Overcomes.Risks.Limes,55.697432,-5.27356,WGS84,SSTransect_5_subsample_1_Megaloptera,HumanObservation,present,1,Alderfly,,Animalia,Arthropoda,Insecta,Megaloptera,,order
SSTransect_5_subsample_2,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,16:40,255,,Scotland,GB-SCT,Lochranza,Overcomes.Risks.Limes,55.697432,-5.27356,WGS84,SSTransect_5_subsample_2_Megaloptera,HumanObservation,present,1,Alderfly,,Animalia,Arthropoda,Insecta,Megaloptera,,order
SSTransect_5_subsample_3,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,16:40,255,,Scotland,GB-SCT,Lochranza,Overcomes.Risks.Limes,55.697432,-5.27356,WGS84,SSTransect_5_subsample_3_Plecoptera,HumanObservation,present,1,Stonefly,,Animalia,Arthropoda,Insecta,Plecoptera,,order
SSTransect_5_subsample_3,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,16:40,255,,Scotland,GB-SCT,Lochranza,Overcomes.Risks.Limes,55.697432,-5.27356,WGS84,SSTransect_5_subsample_3_Coleoptera,HumanObservation,present,1,Water beetle,,Animalia,Arthropoda,Insecta,Coleoptera,,order
SSTransect_5_subsample_4,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,16:40,255,,Scotland,GB-SCT,Lochranza,Overcomes.Risks.Limes,55.697432,-5.27356,WGS84,SSTransect_5_subsample_4_Plecoptera,HumanObservation,present,2,Stonefly,,Animalia,Arthropoda,Insecta,Plecoptera,,order
Channel1_Sample_1,Slope A,Bog ,10,Kick net sampling,"1h 45min. Opportunistic, hit sediment with pole for approximately 5 times before sample was taken. Samples taken a 0m, 5m, and 10m per channel",10,metre,11/09/2024,15:15,255,,Scotland,GB-SCT,Lochranza,eyelash.waltzes.siblings,55.6971769,-5.2817128,WGS84,Channel1_Sample_1_Argyroneta_aquatica,HumanObservation,present,1,Diving Bell Spider,Argyroneta aquatica,Animalia,Arthropoda,Arachnida,Araneae,Dictynidae,species
Channel1_Sample_1,Slope A,Bog ,10,Kick net sampling,"1h 45min. Opportunistic, hit sediment with pole for approximately 5 times before sample was taken. Samples taken a 0m, 5m, and 10m per channel",10,metre,11/09/2024,15:15,255,,Scotland,GB-SCT,Lochranza,eyelash.waltzes.siblings,55.6971769,-5.2817128,WGS84,Channel1_Sample_1_Cercopidae,HumanObservation,present,1,Froghopper nymph,,Animalia,Arthropoda,Insecta,Hemiptera,Cercopidae,family
Channel1_Sample_2,Slope A,Bog ,10,Kick net sampling,"1h 45min. Opportunistic, hit sediment with pole for approximately 5 times before sample was taken. Samples taken a 0m, 5m, and 10m per channel",10,metre,11/09/2024,15:15,255,,Scotland,GB-SCT,Lochranza,eyelash.waltzes.siblings,55.6971769,-5.2817128,WGS84,Channel1_Sample_2_ ,HumanObservation,present,0,,,,,,,,
Channel1_Sample_3,Slope A,Bog ,10,Kick net sampling,"1h 45min. Opportunistic, hit sediment with pole for approximately 5 times before sample was taken. Samples taken a 0m, 5m, and 10m per channel",10,metre,11/09/2024,15:15,255,,Scotland,GB-SCT,Lochranza,eyelash.waltzes.siblings,55.6971769,-5.2817128,WGS84,Channel1_Sample_3_Cercopidae,HumanObservation,present,1,Froghopper nymph or larvae,,Animalia,Arthropoda,Insecta,Hemiptera,Cercopidae,family
Channel1_Sample_3,Slope A,Bog ,10,Kick net sampling,"1h 45min. Opportunistic, hit sediment with pole for approximately 5 times before sample was taken. Samples taken a 0m, 5m, and 10m per channel",10,metre,11/09/2024,15:15,255,,Scotland,GB-SCT,Lochranza,eyelash.waltzes.siblings,55.6971769,-5.2817128,WGS84,Channel1_Sample_3_Gerris_lacustris,HumanObservation,present,1,Pond skater,Gerris lacustris,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,species
Channel2_Sample_1,Slope A,Bog ,10,Kick net sampling,"1h 45min. Opportunistic, hit sediment with pole for approximately 5 times before sample was taken. Samples taken a 0m, 5m, and 10m per channel",10,metre,11/09/2024,15:15,255,,Scotland,GB-SCT,Lochranza,hems.trump.orange,55.6969212,-5.2819331,WGS84,Channel2_Sample_1_Cercopidae,HumanObservation,present,1,Froghopper nymph or larvae,,Animalia,Arthropoda,Insecta,Hemiptera,Cercopidae,family
Channel2_Sample_2,Slope A,Bog ,10,Kick net sampling,"1h 45min. Opportunistic, hit sediment with pole for approximately 5 times before sample was taken. Samples taken a 0m, 5m, and 10m per channel",10,metre,11/09/2024,15:15,255,,Scotland,GB-SCT,Lochranza,hems.trump.orange,55.6969212,-5.2819331,WGS84,Channel2_Sample_2_Gerris_lacustris,HumanObservation,present,1,Pond skater,Gerris lacustris,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,species
Channel2_Sample_2,Slope A,Bog ,10,Kick net sampling,"1h 45min. Opportunistic, hit sediment with pole for approximately 5 times before sample was taken. Samples taken a 0m, 5m, and 10m per channel",10,metre,11/09/2024,15:15,255,,Scotland,GB-SCT,Lochranza,hems.trump.orange,55.6969212,-5.2819331,WGS84,Channel2_Sample_2_Odonata,HumanObservation,present,1,Dragonfly larvae ,,Animalia,Arthropoda,Insecta,Odonata,,order
Channel2_Sample_2,Slope A,Bog ,10,Kick net sampling,"1h 45min. Opportunistic, hit sediment with pole for approximately 5 times before sample was taken. Samples taken a 0m, 5m, and 10m per channel",10,metre,11/09/2024,15:15,255,,Scotland,GB-SCT,Lochranza,hems.trump.orange,55.6969212,-5.2819331,WGS84,Channel2_Sample_2_Polychaete,HumanObservation,present,1,Worm,,Animalia,Annelida,Polychaete,,,class
Channel2_Sample_3,Slope A,Bog ,10,Kick net sampling,"1h 45min. Opportunistic, hit sediment with pole for approximately 5 times before sample was taken. Samples taken a 0m, 5m, and 10m per channel",10,metre,11/09/2024,15:15,255,,Scotland,GB-SCT,Lochranza,hems.trump.orange,55.6969212,-5.2819331,WGS84,Channel2_Sample_3_ ,HumanObservation,present,0,,,,,,,,
Perimeter_1,Slope A,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,11/09/2024,15:15,255,Large spotted frog and large dragonfly found at perimteter 1,Scotland,GB-SCT,Lochranza,recently.design.majors,55.696973,-5.281513,WGS84,Perimeter_1_Syrphidae,HumanObservation,present,1,Hoverfly ,,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,family
Perimeter_1,Slope A,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,11/09/2024,15:15,255,,Scotland,GB-SCT,Lochranza,recently.design.majors,55.696973,-5.281513,WGS84,Perimeter_1_Delphacidae,HumanObservation,present,1,planthopper,,Animalia,Arthropoda,Insecta,Hemiptera,Delphacidae,family
Perimeter_1,Slope A,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,11/09/2024,15:15,255,,Scotland,GB-SCT,Lochranza,recently.design.majors,55.696973,-5.281513,WGS84,Perimeter_1_Leptopterna_ferrugata,HumanObservation,present,2,Grass bug,Leptopterna ferrugata,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,species
Perimeter_1,Slope A,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,11/09/2024,15:15,255,,Scotland,GB-SCT,Lochranza,recently.design.majors,55.696973,-5.281513,WGS84,Perimeter_1_Neophilaenus_lineatus,HumanObservation,present,6,Lined spittlebug,Neophilaenus lineatus,Animalia,Arthropoda,Insecta,Hemiptera,Aphrophoridae,species
Perimeter_1,Slope A,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,11/09/2024,15:15,255,,Scotland,GB-SCT,Lochranza,recently.design.majors,55.696973,-5.281513,WGS84,Perimeter_1_Araneidae,HumanObservation,present,1,Orb-weaver spider,,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,family
Perimeter_2,Slope A,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,11/09/2024,15:15,255,,Scotland,GB-SCT,Lochranza,listen.formed.motivate,55.6968551,-5.2815532,WGS84,Perimeter_2_Orthotylus_ericetorum,HumanObservation,present,1,Green mirid bug,Orthotylus ericetorum,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,species
Perimeter_2,Slope A,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,11/09/2024,15:15,255,,Scotland,GB-SCT,Lochranza,listen.formed.motivate,55.6968551,-5.2815532,WGS84,Perimeter_2_Delphacidae,HumanObservation,present,2,planthopper,,Animalia,Arthropoda,Insecta,Hemiptera,Delphacidae,family
Perimeter_2,Slope A,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,11/09/2024,15:15,255,,Scotland,GB-SCT,Lochranza,listen.formed.motivate,55.6968551,-5.2815532,WGS84,Perimeter_2_Neophilaenus_lineatus,HumanObservation,present,3,Lined spittlebug,Neophilaenus lineatus,Animalia,Arthropoda,Insecta,Hemiptera,Aphrophoridae,species
Perimeter_2,Slope A,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,11/09/2024,15:15,255,,Scotland,GB-SCT,Lochranza,listen.formed.motivate,55.6968551,-5.2815532,WGS84,Perimeter_2_Leptopterna_ferrugata,HumanObservation,present,2,Grass bug,Leptopterna ferrugata,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,species
Perimeter_2,Slope A,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,11/09/2024,15:15,255,,Scotland,GB-SCT,Lochranza,listen.formed.motivate,55.6968551,-5.2815532,WGS84,Perimeter_2_Metellina_segmentata,HumanObservation,present,1,Autumn spider,Metellina segmentata,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,species
Perimeter_2,Slope A,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,11/09/2024,15:15,255,,Scotland,GB-SCT,Lochranza,listen.formed.motivate,55.6968551,-5.2815532,WGS84,Perimeter_2_Araneidae,HumanObservation,present,2,Orb-weaver spider,,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,family
Perimeter_2,Slope A,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,11/09/2024,15:15,255,,Scotland,GB-SCT,Lochranza,listen.formed.motivate,55.6968551,-5.2815532,WGS84,Perimeter_2_Araneidae,HumanObservation,present,2,Orb-weaver spider,,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,family
Transect_Site1_Sp1,Slope A,Bog,18,Transect,,,metre,12/09/2024,14:29,256,,Scotland,GB- SCT,Lochranza,Transect_Site1,55.69744444,-5.28169444,WGS84,Transect_Site1_Sp1_Ardea_cinerea,HumanObservation,present,N/A,Grey Heron,Ardea cinerea,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,species
Transect_Site1_Sp2,Slope A,Bog,18,Transect,,,metre,12/09/2024,14:29,256,,Scotland,GB- SCT,Lochranza,Transect_Site1,55.69744444,-5.28169444,WGS84,Transect_Site1_Sp2_Troglodytes_troglodytes,HumanObservation,present,N/A,Eurasian Wren,Troglodytes troglodytes,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,species
Transect_Site1_Sp3,Slope A,Bog,18,Transect,,,metre,12/09/2024,14:29,256,,Scotland,GB- SCT,Lochranza,Transect_Site1,55.69744444,-5.28169444,WGS84,Transect_Site1_Sp3_Erithacus_rubecula,HumanObservation,present,N/A,European Robin,Erithacus rubecula,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,species
Transect_Site1_Sp4,Slope A,Bog,18,Transect,,,metre,12/09/2024,14:29,256,,Scotland,GB- SCT,Lochranza,Transect_Site1,55.69744444,-5.28169444,WGS84,Transect_Site1_Sp4_Fringilla_coelebs,HumanObservation,present,N/A,Common Chaffinch,Fringilla coelebs,Animalia,Chordata,Aves,Passeriformes,Fringillidae,species
Transect_Site1_Sp5,Slope A,Bog,18,Transect,,,metre,12/09/2024,14:29,256,,Scotland,GB- SCT,Lochranza,Transect_Site1,55.69744444,-5.28169444,WGS84,Transect_Site1_Sp5_Corvus_cornix,HumanObservation,present,N/A,Hooded Crow,Corvus cornix,Animalia,Chordata,Aves,Passeriformes,Corvidae,species
Transect_Site1_Sp6,Slope A,Bog,18,Transect,,,metre,12/09/2024,14:29,256,,Scotland,GB- SCT,Lochranza,Transect_Site1,55.69744444,-5.28169444,WGS84,Transect_Site1_Sp6_Saxicola_rubicola,HumanObservation,present,N/A,European Stonechat,Saxicola rubicola,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,species
Transect_Site1_Sp7,Slope A,Bog,18,Transect,,,metre,12/09/2024,14:29,256,,Scotland,GB- SCT,Lochranza,Transect_Site1,55.69744444,-5.28169444,WGS84,Transect_Site1_Sp7_Anthus_pratensis,HumanObservation,present,N/A,Meadow Pipit,Anthus pratensis,Animalia,Chordata,Aves,Passeriformes,Motacillidae,species
Transect_Site1_Sp8,Slope A,Bog,18,Transect,,,metre,12/09/2024,14:29,256,,Scotland,GB- SCT,Lochranza,Transect_Site1,55.69744444,-5.28169444,WGS84,Transect_Site1_Sp8_Aquila_chrysaetos,HumanObservation,present,N/A,Golden Eagle,Aquila chrysaetos,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,species
Transect_Site1_Sp9,Slope A,Bog,18,Transect,,,metre,12/09/2024,14:29,256,,Scotland,GB- SCT,Lochranza,Transect_Site1,55.69744444,-5.28169444,WGS84,Transect_Site1_Sp9_Rana_temporaria,HumanObservation,present,N/A,Common Frog,Rana temporaria,Animalia,Chordata,Amphibia,Anura,Ranidae,species
Transect_Site1_Sp10,Slope A,Bog,18,Transect,,,metre,12/09/2024,14:29,256,,Scotland,GB- SCT,Lochranza,Transect_Site1,55.69744444,-5.28169444,WGS84,Transect_Site1_Sp10_Vipera_berus,HumanObservation,present,N/A,Adder,Vipera berus,Animalia,Chordata,Reptilia,Squamata,Viperidae,species
Transect_Site2_Sp1,Slope A,Bracken/Grassland,62,Transect,,,metre,11/09/2024,15:14,256,,Scotland,GB- SCT,Lochranza,Transect_Site2,55.6985,-5.28641667,WGS84,Transect_Site2_Sp1_Troglodytes_troglodytes,HumanObservation,present,N/A,Eurasian Wren,Troglodytes troglodytes,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,species
Transect_Site2_Sp2,Slope A,Bracken/Grassland,62,Transect,,,metre,11/09/2024,15:14,256,,Scotland,GB- SCT,Lochranza,Transect_Site2,55.6985,-5.28641667,WGS84,Transect_Site2_Sp2_Erithacus_rubecula,HumanObservation,present,N/A,European Robin,Erithacus rubecula,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,species
Transect_Site2_Sp3,Slope A,Bracken/Grassland,62,Transect,,,metre,11/09/2024,15:14,256,,Scotland,GB- SCT,Lochranza,Transect_Site2,55.6985,-5.28641667,WGS84,Transect_Site2_Sp3_Coloeus_monedula,HumanObservation,present,N/A,Eurasian Jackdaw,Coloeus monedula,Animalia,Chordata,Aves,Passeriformes,Corvidae,species
Transect_Site2_Sp4,Slope A,Bracken/Grassland,62,Transect,,,metre,11/09/2024,15:14,256,,Scotland,GB- SCT,Lochranza,Transect_Site2,55.6985,-5.28641667,WGS84,Transect_Site2_Sp4_Parus_major,HumanObservation,present,N/A,Great Tit,Parus major,Animalia,Chordata,Aves,Passeriformes,Paridae,species
Transect_Site2_Sp5,Slope A,Bracken/Grassland,62,Transect,,,metre,11/09/2024,15:14,256,,Scotland,GB- SCT,Lochranza,Transect_Site2,55.6985,-5.28641667,WGS84,Transect_Site2_Sp5_Anthus_pratensis,HumanObservation,present,N/A,Meadow Pipit,Anthus pratensis,Animalia,Chordata,Aves,Passeriformes,Motacillidae,species
